Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,CDESorICDES,LARGEorSMALL,SyntheticVSForam,BenthicPlanktic
2019,Meinicke,Foraminifera,Globorotalia,truncatulinoides,Globorotalia,truncatulinoides,FALSE,,Globorotalia truncatulinoides CD107-A-ML-5A,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.635,0.008,,12.3162077,,0.193,0.44,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Globorotalia,truncatulinoides,Globorotalia,truncatulinoides,FALSE,,Globorotalia truncatulinoides CD94-17B-OMEX,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.634,0.006,,12.25612362,,0.192,0.53,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Globorotalia,truncatulinoides,Globorotalia,truncatulinoides,FALSE,,Globorotalia truncatulinoides KL88,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.647,0.007,,12.24073446,,0.190,0.72,0.23,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Globorotalia,truncatulinoides,Globorotalia,truncatulinoides,FALSE,,Globorotalia truncatulinoides SO213-84-2,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.655,0.007,,12.68661993,,0.202,-0.05,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Globorotalia,tumida,Globorotalia,tumida,FALSE,,Globorotalia tumida SO225-53-1,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.611,0.005,,11.81063974,,0.179,0.52,0.26,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Globorotalia,tumida,Globorotalia,tumida,FALSE,,Globorotalia tumida WIND-33B,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.625,0.005,,12.10103441,,0.187,0.22,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Neogloboquadrina,dutertrei,Neogloboquadrina,dutertrei,FALSE,,Neogloboquadrina dutertrei CD145-A150,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.601,0.007,,11.38814937,,0.172,0.67,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Neogloboquadrina,dutertrei,Neogloboquadrina,dutertrei,FALSE,,Neogloboquadrina dutertrei WIND-33B,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.604,0.005,,11.64237446,,0.179,0.31,0.23,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,FALSE,,Neogloboquadrina pachyderma GS15-198-38MC,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,23,0.671,0.008,,13.1779422,,0.204,-0.03,0.27,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,FALSE,,Neogloboquadrina pachyderma GS15-198-62MC,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.676,0.005,,13.15449473,,0.206,0.08,0.23,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,FALSE,,Neogloboquadrina pachyderma GS15-198-63MC,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.669,0.005,,12.7269236,,0.196,0.28,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Orbulina,universa,Orbulina,universa,FALSE,,Orbulina universa CD107-A-ML-5A,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.626,0.005,,12.11965358,,0.189,0.51,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Orbulina,universa,Orbulina,universa,FALSE,,Orbulina universa CD94-17B-OMEX,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.627,0.007,,12.13704715,,0.188,0.57,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Orbulina,universa,Orbulina,universa,FALSE,,Orbulina universa SO225-53-1,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.597,0.007,,11.36476569,,0.172,0.61,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Orbulina,universa,Orbulina,universa,FALSE,,Orbulina universa WIND-33B,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.604,0.005,,11.42518686,,0.173,0.3,0.22,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Pulleniatina,obliquiloculata,Pulleniatina,obliquiloculata,FALSE,,Pulleniatina obliquiloculata SO164-25-3,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.59,0.005,,11.31639402,,0.169,1.12,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Pulleniatina,obliquiloculata,Pulleniatina,obliquiloculata,FALSE,,Pulleniatina obliquiloculata SO225-53-1,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.601,0.005,,11.67018391,,0.178,0.63,0.21,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Pulleniatina,obliquiloculata,Pulleniatina,obliquiloculata,FALSE,,Pulleniatina obliquiloculata WIND-33B,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.605,0.005,,11.61833056,,0.175,0.22,0.2,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Trilobatus,sacculifer,Trilobatus,sacculifer,FALSE,,Trilobatus sacculifer SO225-53-1,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,15,0.601,0.005,,11.23542612,,0.158,0.62,0.21,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Trilobatus,sacculifer,Trilobatus,sacculifer,FALSE,,Trilobatus sacculifer WIND-33B,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,25,0.599,0.006,,11.29735353,,0.159,0.28,0.23,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Trilobatus,trilobus,Trilobatus,trilobus,FALSE,,Trilobatus trilobus OJP2016-MW0691-1-5BC11,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.592,0.005,,11.22704009,,0.170,0.29,0.22,,,,ICDES,Small,Forams,Planktic
2019,Meinicke,Foraminifera,Trilobatus,trilobus,Trilobatus,trilobus,FALSE,,Trilobatus trilobus SO164-25-3,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.591,0.008,,11.07873021,,0.165,0.99,0.24,,,,ICDES,Small,Forams,Planktic
